Date,gamma
91575,99.9955
91576,99.3516
91577,100.1715
91578,101.0413
91579,99.5574
91580,100.0707
91581,99.0753
91582,100.6062
91583,100.8518
91584,101.5007
91585,101.2096
91586,100.2915
91587,99.21439
91588,96.604
91589,96.4893
91590,96.1635
91591,96.2876
91592,96.8406
91593,98.4471
91594,98.46989
91595,99.4462
91596,98.4963
91597,98.5752
91598,98.7797
91599,98.0051
91600,99.3476
91601,100.2055
91602,99.2966
91603,97.0285
91604,97.81409
91605,95.4248
91606,95.02641
91607,94.4993
91608,94.4147
91609,95.8204
91610,95.2915
91611,94.8888
91612,95.45029
91613,97.6097
91614,99.5502
91615,99.5593
91616,99.2581
91617,99.4938
91618,97.6339
91619,100.4139
91620,99.5042
91621,99.8547
91622,101.235
91623,100.1724
91624,99.5555
91625,100.214
91626,99.1926
91627,97.1194
91628,98.6142
91629,99.4893
91630,98.9379
91631,97.5488
91632,96.6871
91633,99.5634
91634,99.36501
91635,98.6034
91636,98.0498
91637,98.8372
91638,98.8539
91639,98.2903
91640,98.007
91641,96.7215
91642,96.1293
91643,95.7225
91644,95.39581
91645,95.0997
91646,94.91901
91647,95.2338
91648,95.4723
91649,94.7143
91650,96.3499
91651,96.1495
91652,96.2334
91653,96.5602
91654,96.45
91655,97.494
91656,98.52589
91657,99.1595
91658,101.2839
91659,103.003
91660,103.5255
91661,101.6371
91662,100.2054
91663,101.9049
91664,102.3021
91665,100.8846
91666,100.7328
91667,99.7629
91668,100.7011
91669,100.1329
91670,100.5326
91671,99.5526
91672,97.4953
91673,96.4411
91674,95.7118
91675,94.0075
91676,93.27551
91677,94.3494
91678,95.3568
91679,95.5811
91680,95.8707
91681,96.2756
91682,95.7131
91683,95.6231
91684,97.7323
91685,97.2084
91686,99.3204
91687,100.7741
91688,101.2508
91689,100.9082
91690,98.0223
91691,98.3232
91692,98.2271
91693,99.1611
91694,100.5038
91695,99.9462
91696,99.0589
91697,97.7548
91698,96.537
91699,97.8587
91700,99.823
91701,97.9141
91702,99.9593
91703,101.8189
91704,103.0878
91705,100.7923
91706,100.2019
91707,99.1198
91708,99.1198
91709,98.0733
91710,98.2173
91711,96.8216
91712,95.9739
91713,95.7994
91714,96.3005
91715,96.5402
91716,97.3142
91717,98.5736
91718,98.6006
91719,96.9295
91720,97.1404
91721,97.3253
91722,96.9418
91723,98.5762
91724,96.6665
91725,97.5189
91726,96.5482
91727,95.9944
91728,95.375
91729,96.482
91730,97.3332
91731,98.2651
91732,97.8973
91733,98.7219
91734,98.3568
91735,98.8092
91736,97.6055
91737,96.3218
91738,95.5947
91739,96.7377
91740,96.1434
91741,96.6739
91742,95.1147
91743,96.8452
91744,99.6808
91745,100.5013
91746,102.1341
91747,101.5475
91748,101.9342
91749,99.3282
91750,99.4533
91751,98.81609
91752,100.9889
91753,100.0345
91754,99.2323
91755,98.9067
91756,101.3834
91757,102.2429
91758,102.6887
91759,102.4646
91760,102.5664
91761,102.344
91762,101.126
91763,101.5108
91764,100.4673
91765,102.3781
91766,101.7373
91767,99.43501
91768,99.1713
91769,99.95731
91770,100.6653
91771,99.77229
91772,99.0138
91773,98.33701
91774,98.84309
91775,98.88889
91776,98.89529
91777,96.9614
91778,96.03899
91779,96.9332
91780,97.5746
91781,96.90331
91782,100.8568
91783,103.0982
91784,103.2901
91785,99.9143
91786,99.3269
91787,99.20641
91788,99.5152
91789,98.6815
91790,97.7136
91791,97.9521
91792,96.65919
91793,95.4075
91794,95.395
91795,96.4859
91796,95.9926
91797,96.92081
91798,95.6632
91799,96.2737
91800,95.203
91801,95.92931
91802,97.1796
91803,98.5887
91804,98.9404
91805,98.712
91806,100.1962
91807,99.6155
91808,99.84441
91809,100.7096
91810,99.5587
91811,99.60921
91812,101.5137
91813,101.5022
91814,100.5468
91815,100.0866
91816,99.7541
91817,98.3985
91818,98.4606
91819,96.4203
91820,96.6935
91821,95.6252
91822,97.1569
91823,98.1299
91824,100.9661
91825,101.4387
91826,100.0373
91827,98.9362
91828,98.6044
91829,97.4221
91830,96.5584
91831,96.1914
91832,96.5489
91833,97.50069
91834,97.9802
91835,98.6691
91836,100.0509
91837,97.1347
91838,96.3874
91839,96.3156
91840,96.583
91841,95.4478
91842,95.898
91843,96.9215
91844,96.593
91845,94.3908
91846,95.6473
91847,98.8036
91848,99.3262
91849,102.4077
91850,102.0474
91851,101.9286
91852,103.1982
91853,103.4556
91854,102.1999
91855,101.1396
91856,99.4793
91857,97.6267
91858,97.1096
91859,96.2981
91860,97.5327
91861,99.7462
91862,100.1111
91863,101.386
91864,101.1676
91865,99.3963
91866,98.0787
91867,99.163
91868,99.5621
91869,100.0805
91870,100.1185
91871,103.4728
91872,103.8778
91873,102.8249
91874,104.5003
91875,104.2945
91876,106.3277
91877,106.1487
91878,106.559
91879,104.7821
91880,102.9866
91881,101.1739
91882,101.2615
91883,101.9979
91884,100.9937
91885,100.2253
91886,100.3432
91887,100.0532
91888,99.3328
91889,100.8243
91890,99.4162
91891,97.8911
91892,97.6729
91893,97.8413
91894,98.0759
91895,96.8886
91896,96.2289
91897,94.1265
91898,96.4994
91899,96.99741
91900,97.36
91901,96.5132
91902,97.7421
91903,97.7868
91904,99.1664
91905,97.3032
91906,94.9874
91907,96.2267
91908,97.20911
91909,96.4334
91910,95.8262
91911,96.6181
91912,96.5894
91913,96.8793
91914,96.7077
91915,97.625
91916,99.5724
91917,100.0048
91918,100.4519
91919,102.2327
91920,101.0307
91921,101.4831
91922,100.2925
91923,100.3315
91924,102.3751
91925,99.6319
91926,99.7349
91927,99.5069
91928,98.925
91929,99.9333
91930,99.3978
91931,99.9511
91932,100.8972
91933,100.5679
91934,101.3622
91935,99.26331
91936,100.3529
91937,101.8068
91938,103.6831
91939,103.6416
91940,103.6819
91941,104.3858
91942,101.43
91943,102.5453
91944,100.9707
91945,101.4769
91946,102.7455
91947,102.2629
91948,103.398
91949,103.1876
91950,104.781
91951,103.5145
91952,102.566
91953,102.6662
91954,103.1475
91955,103.4654
91956,102.1574
91957,99.9724
91958,100.9558
91959,100.6929
91960,101.717
91961,100.44
91962,100.2138
91963,100.3312
91964,102.0532
91965,102.7501
91966,102.0192
91967,102.1612
91968,103.0336
91969,103.8712
91970,101.2845
91971,101.4913
91972,100.941
91973,100.5154
91974,101.7379
91975,100.6339
91976,102.9879
91977,103.2166
91978,100.9298
91979,102.1934
91980,100.7145
91981,98.8193
91982,99.2394
91983,100.1403
91984,100.3871
91985,98.0631
91986,97.25771
91987,96.6647
91988,97.6083
91989,99.1084
91990,101.9323
91991,102.6162
91992,101.727
91993,101.5094
91994,101.1021
91995,100.5001
91996,102.5801
91997,102.1736
91998,99.9776
91999,99.1949
92000,99.438
92001,99.8576
92002,99.15971
92003,99.4631
92004,102.5022
92005,102.536
92006,99.6345
92007,99.5415
92008,97.96159
92009,96.9438
92010,99.208
92011,99.01411
92012,101.0189
92013,100.2879
92014,101.2231
92015,101.3999
92016,101.6306
92017,102.5206
92018,102.6268
92019,103.3875
92020,104.2102
92021,104.0593
92022,102.7898
92023,100.9622
92024,100.189
92025,101.6804
92026,102.7492
92027,102.8247
92028,100.6763
92029,100.7163
92030,102.6596
92031,101.9193
92032,103.7646
92033,102.2735
92034,101.5754
92035,101.1745
92036,100.3166
92037,100.8567
92038,101.6792
92039,104.2625
92040,103.4708
92041,102.0868
92042,102.468
92043,101.5316
92044,101.1293
92045,98.3907
92046,98.9704
92047,98.4902
92048,96.2424
92049,97.5724
92050,95.9509
92051,97.9188
92052,99.13049
92053,100.449
92054,99.8469
92055,99.045
92056,96.4294
92057,97.2949
92058,98.7053
92059,98.14819
92060,99.69981
92061,100.4584
92062,100.0613
92063,99.2624
92064,98.4499
92065,99.5726
92066,97.6855
92067,97.9323
92068,100.4807
92069,102.3081
92070,103.7138
92071,103.5554
92072,102.8151
92073,101.8311
92074,102.6974
92075,101.6049
92076,102.0659
92077,102.7048
92078,102.3696
92079,101.9395
92080,102.5204
92081,101.2259
92082,102.8117
92083,103.8138
92084,104.1366
92085,104.3517
92086,102.2869
92087,101.6992
92088,103.5132
92089,103.5924
92090,102.7894
92091,100.8107
92092,100.9327
92093,102.1961
92094,100.8135
92095,99.5074
92096,100.022
92097,100.2059
92098,99.9104
92099,100.1329
92100,100.2241
92101,101.6902
92102,102.0286
92103,104.1943
92104,104.4044
92105,105.3293
92106,103.8041
92107,102.4681
92108,101.6173
92109,102.9677
92110,101.831
92111,102.4841
92112,105.0486
92113,104.1935
92114,102.9101
92115,103.1016
92116,101.0594
92117,100.122
92118,99.6765
92119,99.5184
92120,97.5994
92121,98.0491
92122,97.5209
92123,98.9126
92124,98.03249
92125,98.15079
92126,99.8521
92127,99.3418
92128,98.6267
92129,99.036
92130,99.2604
92131,100.6212
92132,99.6941
92133,101.5403
92134,100.6714
92135,98.4408
92136,96.0824
92137,97.2939
92138,98.6925
92139,98.6525
92140,99.46
92141,99.2366
92142,100.3286
92143,99.334
92144,99.19469
92145,98.3103
92146,98.81001
92147,100.6418
92148,101.1088
92149,101.869
92150,102.1865
92151,102.4291
92152,98.81229
92153,97.5136
92154,97.2335
92155,97.232
92156,96.13651
92157,96.0156
92158,96.329
92159,96.6862
92160,97.1879
92161,97.8726
92162,98.5727
92163,97.0887
92164,96.67731
92165,97.7153
92166,97.8261
92167,97.5565
92168,98.115
92169,98.9683
92170,100.9094
92171,99.6443
92172,101.6299
92173,104.0389
92174,104.0232
92175,102.9072
92176,104.0572
92177,102.9957
92178,102.9734
92179,102.2612
92180,102.9785
92181,102.9913
92182,103.8312
92183,102.9376
92184,101.7636
92185,101.2561
92186,99.7755
92187,101.2587
92188,102.0138
92189,101.9117
92190,101.3976
92191,102.0781
92192,101.7003
92193,102.3276
92194,101.6616
92195,102.3017
92196,102.3548
92197,102.086
92198,104.351
92199,103.9906
92200,103.7566
92201,102.4753
92202,101.7292
92203,103.5193
92204,103.597
92205,103.5297
92206,103.5368
92207,104.3312
92208,102.8331
92209,102.9674
92210,101.6003
92211,100.0594
92212,101.6306
92213,101.3087
92214,100.3913
92215,99.3149
92216,100.8223
92217,100.4429
92218,101.2308
92219,102.19
92220,102.3737
92221,104.1792
92222,104.1611
92223,104.9401
92224,104.8366
92225,103.5933
92226,103.6225
92227,102.9789
92228,101.5256
92229,101.856
92230,102.2705
92231,104.1965
92232,104.6907
92233,102.7673
92234,101.8613
92235,100.5493
92236,102.0766
92237,102.1561
92238,100.1199
92239,99.7798
92240,99.258
92241,101.3972
92242,99.8753
92243,99.0735
92244,97.8486
92245,98.6165
92246,97.8356
92247,98.9866
92248,97.5188
92249,98.9113
92250,101.2274
92251,102.7834
92252,102.6644
92253,102.034
92254,101.2284
92255,103.2188
92256,101.5928
92257,100.2658
92258,98.8307
92259,100.6934
92260,101.7102
92261,102.1865
92262,102.005
92263,104.472
92264,104.7991
92265,104.8188
92266,104.1072
92267,103.7337
92268,104.254
92269,103.5391
92270,104.8102
92271,104.3488
92272,104.4929
92273,102.7166
92274,102.772
92275,102.7673
92276,102.5316
92277,102.0614
92278,104.8482
92279,104.1109
92280,105.6943
92281,104.2687
92282,103.6565
92283,103.8482
92284,102.5415
92285,102.7129
92286,101.7032
92287,101.5237
92288,100.3507
92289,100.038
92290,101.0381
92291,99.891
92292,100.614
92293,101.3864
92294,101.1424
92295,99.30621
92296,99.4143
92297,101.313
92298,99.60159
92299,101.1597
92300,100.7995
92301,100.6729
92302,103.0499
92303,104.0614
92304,103.5032
92305,102.7136
92306,103.3815
92307,103.0635
92308,102.5151
92309,100.7121
92310,100.3504
92311,100.0528
92312,100.5429
92313,101.109
92314,101.5371
92315,101.2701
92316,100.05
92317,100.24
92318,100.9165
92319,101.1431
92320,100.9377
92321,99.2691
92322,99.2369
92323,99.7971
92324,101.5727
92325,101.3671
92326,100.9934
92327,102.6128
92328,100.5164
92329,101.1456
92330,102.2583
92331,101.4847
92332,102.0502
92333,100.9478
92334,102.4894
92335,103.2685
92336,100.8824
92337,100.4002
92338,100.4241
92339,102.0989
92340,103.0939
92341,102.7498
92342,101.3261
92343,99.9833
92344,101.0901
92345,100.5092
92346,99.6
92347,99.4743
92348,100.3579
92349,99.6393
92350,98.5709
92351,100.1931
92352,100.2389
92353,97.70219
92354,98.3894
92355,97.44621
92356,98.2793
92357,97.4573
92358,98.5771
92359,98.8065
92360,100.0357
92361,100.8881
92362,100.2531
92363,98.0647
92364,97.7212
92365,99.3658
92366,99.61301
92367,100.4995
92368,100.1736
92369,99.764
92370,99.3432
92371,100.7283
92372,101.0883
92373,100.8908
92374,100.2195
92375,98.7445
92376,98.3317
92377,99.5889
92378,100.1626
92379,101.0483
92380,100.0071
92381,99.7248
92382,98.8521
92383,96.98
92384,97.9562
92385,98.1824
92386,98.1773
92387,98.1426
92388,99.2135
92389,97.81509
92390,96.9904
92391,97.9166
92392,97.66759
92393,98.8515
92394,99.2747
92395,99.6968
92396,100.1503
92397,98.5714
92398,99.3889
92399,101.2518
92400,100.6218
92401,99.1392
92402,100.0607
92403,99.3913
92404,100.3545
92405,100.136
92406,99.5851
92407,101.1276
92408,101.169
92409,101.3238
92410,100.3285
92411,99.5117
92412,101.0271
92413,101.3697
92414,99.6134
92415,100.9452
92416,100.3007
92417,101.6021
92418,101.2289
92419,100.84
92420,100.4771
92421,99.4361
92422,100.2558
92423,100.8539
92424,102.7851
92425,103.8379
92426,102.5979
92427,102.0071
92428,102.6706
92429,103.132
92430,101.6702
92431,99.8202
92432,99.5021
92433,99.9773
92434,100.2147
92435,100.981
92436,101.9554
92437,102.4285
92438,105.3731
92439,104.9335
92440,104.1863
92441,103.558
92442,101.5389
92443,101.3695
92444,101.4591
92445,102.8361
92446,103.2844
92447,99.9353
92448,99.034
92449,98.6023
92450,99.30659
92451,97.8688
92452,99.4714
92453,99.3814
92454,100.7276
92455,100.406
92456,101.1366
92457,100.3707
92458,101.4847
92459,99.4931
92460,99.4657
92461,100.5809
92462,100.2416
92463,103.4058
92464,104.1726
92465,103.3723
92466,103.4968
92467,102.8702
92468,103.0933
92469,101.285
92470,100.6884
92471,101.2341
92472,101.9725
92473,103.2321
92474,103.6208
92475,101.5496
92476,103.1555
92477,103.8815
92478,102.3143
92479,103.0799
92480,101.5209
92481,103.0356
92482,103.9856
92483,103.1537
92484,103.9724
92485,104.2728
92486,104.6286
92487,103.9033
92488,102.6119
92489,101.4633
92490,101.9861
92491,101.7501
92492,100.5949
92493,99.4094
92494,100.1076
92495,99.633
92496,99.5012
92497,100.4906
92498,102.1103
92499,102.1845
92500,102.4718
92501,100.933
92502,103.0784
92503,104.7324
92504,102.5846
92505,102.9375
92506,100.6931
92507,100.4858
92508,101.1664
92509,100.6133
92510,99.3665
92511,98.0672
92512,99.3186
92513,99.5081
92514,99.17841
92515,100.879
92516,100.5189
92517,99.461
92518,99.18929
92519,98.1935
92520,98.9869
92521,99.85149
92522,101.1824
92523,99.51
92524,101.1841
92525,100.0583
92526,97.9142
92527,96.4743
92528,97.8912
92529,96.9642
92530,97.6413
92531,96.0963
92532,95.9128
92533,94.8868
92534,96.0383
92535,97.0532
92536,97.8317
92537,96.5798
92538,97.5385
92539,98.6919
92540,99.1946
92541,98.5873
92542,99.265
92543,100.9822
92544,99.843
92545,98.1049
92546,97.132
92547,99.7655
92548,99.1862
92549,98.5926
92550,99.0405
92551,99.0963
92552,100.2951
92553,102.2068
92554,102.9217
92555,101.4738
92556,102.3192
92557,102.2611
92558,102.2681
92559,104.1426
92560,103.2732
92561,103.3788
92562,103.2525
92563,102.1901
92564,102.0285
92565,99.6686
92566,99.187
92567,101.0227
92568,100.2229
92569,99.9121
92570,100.6945
92571,100.2066
92572,101.469
92573,101.2793
92574,100.6399
92575,100.7941
92576,100.3714
92577,100.8506
92578,101.619
92579,101.2459
92580,101.5609
92581,101.4483
92582,100.5291
92583,101.0663
92584,101.3592
92585,99.9668
92586,98.8633
92587,98.258
92588,98.71111
92589,99.6923
92590,98.0673
92591,99.0001
92592,100.5295
92593,100.276
92594,99.6276
92595,97.5274
92596,97.0423
92597,98.1573
92598,98.41901
92599,96.8918
92600,96.37469
92601,95.5937
92602,94.4684
92603,94.2685
92604,95.3049
92605,95.4566
92606,95.6246
92607,96.078
92608,96.1757
92609,99.6292
92610,99.7565
92611,99.3574
92612,98.5326
92613,99.0848
92614,100.0149
92615,100.6866
92616,101.866
92617,100.7321
92618,101.6395
92619,105.0475
92620,105.7746
92621,105.5926
92622,105.5174
92623,105.369
92624,104.0478
92625,104.5478
92626,104.608
92627,104.5563
92628,103.8049
92629,102.2951
92630,101.7784
92631,102.2621
92632,104.0985
92633,103.329
92634,103.2439
92635,101.0408
92636,98.1377
92637,100.3343
92638,100.9384
92639,100.6936
92640,100.6281
92641,100.0249
92642,99.3245
92643,98.90031
92644,101.0638
92645,101.7009
92646,100.9877
92647,100.7734
92648,100.1001
92649,100.4879
92650,99.5564
92651,98.773
92652,97.0067
92653,96.7072
92654,97.1814
92655,98.18951
92656,98.1173
92657,98.53799
92658,96.704
92659,99.17149
92660,98.2731
92661,99.13879
92662,99.9193
92663,102.4368
92664,102.6525
92665,102.524
92666,101.1995
92667,100.9728
92668,100.5555
92669,99.7504
92670,101.9885
92671,101.5683
92672,100.415
92673,102.3645
92674,101.6403
92675,101.9183
92676,102.0709
92677,99.8791
92678,98.8152
92679,101.5233
92680,101.5825
92681,100.8969
92682,100.782
92683,102.6925
92684,104.1587
92685,106.249
92686,107.0505
92687,106.0211
92688,105.5059
92689,104.4553
92690,104.8048
92691,102.8342
92692,101.2361
92693,101.2842
92694,101.4246
92695,102.5367
92696,102.6063
92697,103.1648
92698,104.4427
92699,101.7065
92700,102.0184
92701,104.235
92702,103.7532
92703,105.5949
92704,105.5445
92705,104.3988
92706,103.4091
92707,103.3004
92708,101.9815
92709,100.8015
92710,100.3768
92711,101.8146
92712,100.394
92713,101.8356
92714,103.2381
92715,101.8304
92716,101.6712
92717,102.6352
92718,100.4393
92719,98.8317
92720,99.5865
92721,99.3144
92722,99.89
92723,97.7565
92724,99.8304
92725,101.9497
92726,100.0557
92727,99.3163
92728,99.092
92729,99.7454
92730,100.0614
92731,100.1219
92732,99.6048
92733,100.8635
92734,100.8282
92735,98.9699
92736,99.3648
92737,99.94141
92738,97.8494
92739,100.0161
92740,99.0606
92741,100.5179
92742,100.6877
92743,100.0683
92744,99.1367
92745,100.0798
92746,100.6674
92747,101.3576
92748,100.5865
92749,101.1393
92750,102.1641
92751,100.6459
92752,99.96049
92753,98.7283
92754,99.0998
92755,101.1523
92756,102.9814
92757,101.4184
92758,100.5829
92759,101.0891
92760,100.5756
92761,100.0009
92762,101.9675
92763,99.5572
92764,100.2809
92765,99.2016
92766,98.3386
92767,100.1724
92768,100.5695
92769,101.2461
92770,100.7762
92771,99.3609
92772,101.2015
92773,102.157
92774,100.8983
92775,102.1105
92776,101.6674
92777,102.5761
92778,101.7514
92779,100.6481
92780,100.9792
92781,100.9013
92782,102.5635
92783,101.2841
92784,100.0273
92785,99.6731
92786,99.2294
92787,99.8427
92788,100.4528
92789,98.4656
92790,98.1541
92791,98.6982
92792,97.6458
92793,97.6261
92794,98.8704
92795,96.1266
92796,97.2324
92797,97.1409
92798,98.99699
92799,99.2528
92800,99.7095
92801,100.0258
92802,100.1981
92803,100.9171
92804,101.32
92805,103.3643
92806,102.6748
92807,100.5822
92808,99.9128
92809,101.5325
92810,101.7839
92811,101.5669
92812,101.2619
92813,103.2382
92814,103.0201
92815,102.1426
92816,101.0162
92817,101.1462
92818,102.1107
92819,101.0116
92820,101.3901
92821,99.6294
92822,98.2763
92823,97.637
92824,97.0361
92825,98.4361
92826,98.2221
92827,99.43211
92828,98.9906
92829,99.3681
92830,100.0725
92831,100.0477
92832,99.7667
92833,98.9151
92834,98.8184
92835,97.9139
92836,97.0211
92837,97.7312
92838,98.6959
92839,98.0154
92840,96.7714
92841,97.9541
92842,97.4907
92843,96.438
92844,97.19199
92845,97.4489
92846,97.3349
92847,96.78471
92848,98.3851
92849,97.527
92850,96.2373
92851,98.1635
92852,96.0219
92853,95.8888
92854,98.4579
92855,100.015
92856,99.4759
92857,99.2617
92858,98.42229
92859,99.6156
92860,98.7292
92861,96.5955
92862,98.7537
92863,99.9875
92864,98.0741
92865,97.3151
92866,96.4893
92867,97.4712
92868,97.3178
92869,97.2768
92870,97.491
92871,96.8577
92872,97.47079
92873,96.91
92874,97.9334
92875,97.777
92876,99.048
92877,100.0051
92878,100.0498
92879,101.6109
92880,100.9578
92881,99.9859
92882,98.6408
92883,97.519
92884,99.5867
92885,99.3415
92886,97.931
92887,98.393
92888,97.0629
92889,97.3007
92890,97.4136
92891,98.9736
92892,100.7246
92893,100.7341
92894,101.9978
92895,101.8895
92896,102.4318
92897,101.4415
92898,101.1933
92899,101.1505
92900,99.6659
92901,99.8608
92902,100.7615
92903,101.4353
92904,100.34
92905,102.1717
92906,102.3098
92907,101.273
92908,101.3055
92909,103.9549
92910,102.6949
92911,101.7388
92912,100.4389
92913,101.0863
92914,103.4951
92915,103.0949
92916,104.2864
92917,104.6349
92918,105.315
92919,104.9702
92920,102.8878
92921,103.1448
92922,104.1643
92923,104.8909
92924,105.3156
92925,105.6575
92926,102.9441
92927,104.0421
92928,102.7283
92929,103.4733
92930,103.3826
92931,102.0567
92932,101.2681
92933,100.62
92934,100.9905
92935,100.3259
92936,101.0197
92937,100.4812
92938,100.3547
92939,102.8665
92940,103.157
92941,104.1503
92942,105.5511
92943,104.8243
92944,104.1247
92945,104.0003
92946,103.6372
92947,101.1774
92948,101.5143
92949,100.7044
92950,99.239
92951,100.0208
92952,100.1149
92953,99.1942
92954,98.4515
92955,98.71149
92956,100.8523
92957,101.7807
92958,99.3415
92959,99.4713
92960,97.8461
92961,98.9548
92962,101.69
92963,100.9247
92964,101.0296
92965,100.5253
92966,99.643
92967,100.714
92968,101.3624
92969,99.8402
92970,99.4767
92971,98.8236
92972,98.0577
92973,97.9161
92974,97.1232
92975,97.5233
92976,96.4443
92977,94.6894
92978,95.6423
92979,96.99969
92980,98.6748
92981,98.5243
92982,99.2612
92983,99.6663
92984,98.7933
92985,99.07961
92986,101.5703
92987,101.1285
92988,102.4923
92989,102.6472
92990,103.0318
92991,103.5288
92992,103.5993
92993,102.1579
92994,102.8947
92995,101.9066
92996,100.8559
92997,101.4532
92998,101.8871
92999,99.9102
93000,99.4339
93001,99.5137
93002,98.2788
93003,97.9869
93004,100.7583
93005,99.94939
93006,100.9515
93007,101.3352
93008,102.6868
93009,103.8259
93010,105.3802
93011,105.5405
93012,105.08
93013,103.5524
93014,103.9298
93015,103.4678
93016,103.1358
93017,102.5004
93018,100.8599
93019,102.4167
93020,101.9851
93021,100.2061
93022,99.0839
93023,100.3693
93024,99.8837
93025,99.2226
93026,99.6526
93027,101.9788
93028,101.4893
93029,101.6946
93030,101.4977
93031,102.8676
93032,101.4064
93033,103.1945
93034,103.7877
93035,102.0459
93036,99.7356
93037,100.1048
93038,100.2425
93039,102.128
93040,102.6505
93041,104.3008
93042,103.7808
93043,102.1095
93044,102.8335
93045,103.4478
93046,103.8482
93047,104.1887
93048,104.8525
93049,103.9159
93050,104.9517
93051,105.912
93052,104.0419
93053,104.9813
93054,105.1799
93055,103.2524
93056,103.1296
93057,103.0511
93058,102.0447
93059,103.8108
93060,104.2495
93061,103.8795
93062,105.2614
93063,104.2514
93064,104.3917
93065,104.7727
93066,104.8097
93067,101.9602
93068,100.4952
93069,98.9678
93070,100.0268
93071,102.6672
93072,101.6862
93073,102.6903
93074,102.1898
93075,106.0622
93076,108.255
93077,109.3941
93078,108.9251
93079,109.8203
93080,108.2317
93081,105.7742
93082,104.4722
93083,105.6476
93084,105.0279
93085,105.469
93086,105.047
93087,104.2098
93088,104.947
93089,104.4418
93090,104.3991
93091,105.2148
93092,104.9013
93093,105.1464
93094,103.0243
93095,101.4316
93096,101.4048
93097,102.7667
93098,101.8171
93099,99.6746
93100,100.4693
93101,101.0186
93102,100.3336
93103,100.1668
93104,101.6203
93105,101.922
93106,99.3468
93107,98.7366
93108,100.3892
93109,101.2482
93110,100.1152
93111,100.7634
93112,102.4798
93113,104.0487
93114,103.0512
93115,103.0223
93116,100.8442
93117,101.5987
93118,101.2079
93119,102.6106
93120,102.0224
93121,103.5085
93122,104.7569
93123,102.2839
93124,102.0141
93125,101.6929
93126,101.1935
93127,100.9894
93128,102.2533
93129,103.9273
93130,104.0511
93131,103.4111
93132,103.0091
93133,101.3778
93134,101.6853
93135,101.7755
93136,102.5172
93137,104.5161
93138,104.2616
93139,106.3054
93140,104.7461
93141,102.7467
93142,103.5034
93143,103.51
93144,104.4949
93145,101.9282
93146,99.7576
93147,100.3391
93148,100.3391
93149,102.6246
93150,104.9337
93151,102.6623
93152,103.9393
93153,101.7584
93154,102.7632
93155,103.8169
93156,101.0591
93157,101.5979
93158,102.334
93159,102.9918
93160,103.9972
93161,102.8443
93162,101.3269
93163,100.4142
93164,100.129
93165,99.7438
93166,100.1451
93167,100.4637
93168,98.583
93169,100.4323
93170,100.5328
93171,100.22
93172,100.0541
93173,101.0213
93174,103.3674
93175,105.1316
93176,107.221
93177,107.2123
93178,105.5269
93179,105.1506
93180,107.222
93181,104.4362
93182,104.5328
93183,104.5939
93184,103.8259
93185,104.7258
93186,106.1185
93187,103.9236
93188,105.3881
93189,104.3637
93190,103.1217
93191,102.8987
93192,102.2411
93193,101.3982
93194,103.3434
93195,103.5982
93196,102.5888
93197,102.8001
93198,103.9821
93199,104.4554
93200,103.7023
93201,102.3346
93202,102.5477
93203,103.8989
93204,102.0207
93205,101.8654
93206,102.4071
93207,102.5389
93208,101.816
93209,101.5799
93210,101.2267
93211,101.0629
93212,100.4539
93213,99.4237
93214,101.3186
93215,101.5696
93216,100.086
93217,100.5622
93218,100.3358
93219,100.7638
93220,101.1463
93221,103.2697
93222,102.5153
93223,100.9381
93224,101.8313
93225,101.9946
93226,103.953
93227,103.7042
93228,103.4669
93229,103.3098
93230,106.2773
93231,106.0701
93232,108.5229
93233,106.6363
93234,106.2232
93235,104.0192
93236,103.3992
93237,102.752
93238,103.4908
93239,104.3324
93240,105.9321
93241,105.749
93242,104.5514
93243,102.5739
93244,101.8812
93245,103.726
93246,104.1346
93247,104.7952
93248,102.2255
93249,101.8967
93250,101.9883
93251,101.0027
93252,102.3397
93253,102.0502
93254,103.8003
93255,103.4469
93256,103.5426
93257,103.5817
93258,103.5291
93259,103.3132
93260,103.468
93261,105.045
93262,104.7482
93263,104.178
93264,106.0332
93265,106.1191
93266,106.7266
93267,106.1909
93268,104.1946
93269,104.3731
93270,104.9036
93271,103.9488
93272,103.6777
93273,104.8534
93274,106.2383
93275,104.4893
93276,103.4751
93277,103.7291
93278,103.1661
93279,103.5922
93280,106.043
93281,107.0591
93282,106.7275
93283,106.4302
93284,106.3132
93285,106.1055
93286,104.9083
93287,105.5968
93288,105.1725
93289,103.3672
93290,101.5348
93291,100.9726
93292,100.9737
93293,101.3624
93294,103.1129
93295,101.895
93296,104.5625
93297,102.2006
93298,100.5343
93299,101.3127
93300,100.0624
93301,102.0847
93302,102.2847
93303,103.677
93304,104.1764
93305,102.8038
93306,102.9367
93307,103.1171
93308,103.1042
93309,102.2037
93310,101.638
93311,101.5767
93312,102.4538
93313,101.2586
93314,102.547
93315,101.7613
93316,101.97
93317,103.2744
93318,102.1593
93319,101.8478
93320,103.8507
93321,103.023
93322,101.1519
93323,101.8118
93324,101.857
93325,101.6286
93326,104.5274
93327,102.7812
93328,102.994
93329,103.4263
93330,103.3601
93331,101.3455
93332,102.7518
93333,101.7211
93334,101.6487
93335,103.5861
93336,104.4953
93337,103.0559
93338,101.7307
93339,102.5798
93340,104.8096
93341,103.6539
93342,101.6265
93343,100.6936
